id,LEI,Entity.LegalName,Entity.LegalName.xmllang,Entity.OtherEntityNames.OtherEntityName.1,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.RegistrationAuthority.RegistrationAuthorityID,Entity.RegistrationAuthority.OtherRegistrationAuthorityID,Entity.RegistrationAuthority.RegistrationAuthorityEntityID,Entity.LegalJurisdiction,Entity.EntityStatus,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ValidationSources,Registration.ValidationAuthority.ValidationAuthorityID,Registration.ValidationAuthority.ValidationAuthorityEntityID
103,254900UGMAHWPNUV2F11,SINDLAND AS,,,NO-10,NO,4610,NO-10,NO,4610,RA000472,,912 011 720,NO,ACTIVE,ISSUED,2021-10-09T17:56:22+00:00,FULLY_CORROBORATED,RA000472,912 011 720
104,254900XSH2FVEUBVNG77,Marianne Johnsen Holding Aps,,,DK-84,DK,3520,DK-84,DK,3520,RA000170,,34223467,DK,ACTIVE,ISSUED,2021-10-09T17:56:22+00:00,FULLY_CORROBORATED,RA000170,34223467
105,254900CF9R0JHGT5JF03,"Oak Leaf Estates, LLC",,,US-MO,US,65101,US-IL,US,60654,RA000618,,LC1732838,US-MO,ACTIVE,ISSUED,2021-10-09T17:53:15+00:00,PARTIALLY_CORROBORATED,RA000618,LC1732838
106,254900IF6KM1SRPC9W23,"Rio Vista NV, LLC",,,US-DE,US,19808,US-IL,US,60654,RA000602,,3715699,US-DE,ACTIVE,ISSUED,2021-10-09T17:53:14+00:00,PARTIALLY_CORROBORATED,RA000602,3715699
107,254900FSUVAJGIGZWW11,"Mountain's Edge MHC, LLC",,,US-DE,US,19808,US-IL,US,60654,RA000602,,3177560,US-DE,ACTIVE,ISSUED,2021-10-09T17:53:12+00:00,PARTIALLY_CORROBORATED,RA000602,3177560
108,254900Q37NVWU2NY5773,Oakbrook Center Mezz LLC,,,US-DE,US,19808,US-MN,US,55486,RA000602,,3831001,US-DE,ACTIVE,ISSUED,2021-10-09T17:49:20+00:00,PARTIALLY_CORROBORATED,RA000602,3831001
109,254900W7ZW4TCN7SZB33,Gorrepati Properties,,,US-OH,US,45240,US-OH,US,45240,RA000629,,FN48578,US-OH,ACTIVE,ISSUED,2021-10-09T17:45:36+00:00,FULLY_CORROBORATED,RA000629,FN48578
110,699400IMCOB2QQV45Z07,"DR. KRIS NELISSEN, ANESTHESIE",nl,,BE-VLI,BE,3520,BE-VLI,BE,3520,RA000025,,883043953,BE,ACTIVE,ISSUED,2021-10-09T17:44:56+00:00,FULLY_CORROBORATED,RA000025,883043953
111,2549001TZA9AGSFN5949,Oxford 19 LLC,,,US-DE,US,19808,US-CA,US,90210,RA000602,,7544414,US-DE,ACTIVE,ISSUED,2021-10-09T17:42:46+00:00,FULLY_CORROBORATED,RA000602,7544414
112,254900C6YACBKN1N1P30,Scorpio Asset Holdings Pte. Ltd.,,,,SG,68899,,SG,68899,RA000523,,202008300D,SG,ACTIVE,ISSUED,2021-10-09T17:41:50+00:00,FULLY_CORROBORATED,RA000523,202008300D
113,254900TWL01C5EYEC416,Pearson's Grain Pty Ltd,,,AU-VIC,AU,3585,AU-VIC,AU,3585,RA000014,,006 746 603,AU,ACTIVE,ISSUED,2021-10-09T17:41:24+00:00,PARTIALLY_CORROBORATED,RA000014,006 746 603
114,894500TIF0H4QBBZBI95,SCI CAMILLE,,,,FR,80150,,FR,80150,RA000189,,532521762,FR,ACTIVE,ISSUED,2021-10-09T17:27:20+00:00,FULLY_CORROBORATED,RA000189,532521762
115,815600670E41099AAF04,LATEMPA METALLI S.R.L.,,,IT-NA,IT,80132,IT-NA,IT,80132,RA000407,,5220971211,IT,ACTIVE,ISSUED,2021-10-09T17:24:11+00:00,FULLY_CORROBORATED,RA000407,5220971211
116,254900QU1QMP2OJPL561,"Prelude Enhanced China Strategy Fund, LP",,,,KY,KY1-9008,US-NY,US,10022,RA000086,,WC-108585,KY,ACTIVE,ISSUED,2021-10-09T17:22:34+00:00,PARTIALLY_CORROBORATED,RA000086,WC-108585
117,25490004LEXM5RY9UR05,FSP Perry Place LLC,,,US-VA,US,23114,US-VA,US,23224,RA000639,,11108605,US-VA,ACTIVE,ISSUED,2021-10-09T17:18:05+00:00,FULLY_CORROBORATED,RA000639,11108605
118,984500371583FED80175,RTS AS,,,,NO,4085,,NO,4085,RA000472,,996 108 457,NO,ACTIVE,ISSUED,2021-10-09T17:17:21+00:00,FULLY_CORROBORATED,RA000472,996 108 457
119,254900GOMYO82JZLXQ35,DUN & BRADSTREET TECHNOLOGY AND CORPORATE SERVICES INDIA LLP,,,IN-TG,IN,500034,,IN,500034,RA000394,,AAT-7021,IN,ACTIVE,ISSUED,2021-10-09T17:13:31+00:00,FULLY_CORROBORATED,RA000394,AAT-7021
120,254900R2RF68L8QFPA75,RGZ.EE OÜ,,,EE-37,EE,10415,EE-37,EE,10415,RA000181,,14694779,EE,ACTIVE,ISSUED,2021-10-09T17:08:45+00:00,FULLY_CORROBORATED,RA000181,14694779
121,254900D7XH1KCMFSPH85,So Pure Limited,,,,GB,B15 3BE,,GB,NW3 1LJ,RA000585,,4079737,GB,ACTIVE,ISSUED,2021-10-09T17:06:22+00:00,FULLY_CORROBORATED,RA000585,4079737
122,254900T9ZAOWIKQE8Y92,BBRC INTERNATIONAL PTE. LTD,,,,SG,48693,,SG,48693,RA000523,,201305666E,SG,ACTIVE,ISSUED,2021-10-09T17:02:58+00:00,FULLY_CORROBORATED,RA000523,201305666E
123,787200N31DBQXDB69B59,ELEKTRA INVEST SRL,,,RO-B,RO,30247,RO-B,RO,20485,RA000497,,17554302,RO,ACTIVE,ISSUED,2021-10-09T00:00:00+00:00,FULLY_CORROBORATED,RA000497,17554302
124,984500A7D6SCB11B4N31,TOMAELLO DANIELE,,,IT-VE,IT,30035,IT-VE,IT,30035,RA000407,,TMLDNL67H06F241C,IT,ACTIVE,ISSUED,2021-10-09T16:20:45+00:00,FULLY_CORROBORATED,RA000407,TMLDNL67H06F241C
125,815600D998CCC0029209,LA DOLCIARIA DI M. E R. S.R.L.,,,IT-FI,IT,50028,IT-FI,IT,50028,RA000407,,462660481,IT,ACTIVE,ISSUED,2021-10-09T16:19:35+00:00,FULLY_CORROBORATED,RA000407,462660481
126,984500A90QBC70B04A78,HOFFCO HOLDING AS,,,,NO,1406,,NO,1406,RA000472,,919 635 983,NO,ACTIVE,ISSUED,2021-10-09T16:04:33+00:00,FULLY_CORROBORATED,RA000472,919 635 983
127,984500371159B1FBDD76,GEIR ODD CONSULTING AS,,,,NO,5259,,NO,5259,RA000472,,997 355 512,NO,ACTIVE,ISSUED,2021-10-09T16:04:30+00:00,FULLY_CORROBORATED,RA000472,997 355 512
128,98450051D7B46V5DA977,JFX Capital,,,,KY,KY1-1106,,KY,KY1-1106,RA000086,,365853,KY,ACTIVE,ISSUED,2021-10-09T16:04:26+00:00,FULLY_CORROBORATED,RA000086,365853
129,984500BJA7E9404F4F29,Atlas Multi-Strategies Fund Ltd,,,,VG,,,VG,,RA000063,,2043482,VG,ACTIVE,ISSUED,2021-10-09T16:04:23+00:00,FULLY_CORROBORATED,RA000063,2043482
130,984500CP3UVG7E65DN95,All Time High ApS,,BASCON HOLDING A/S,,DK,8680,,DK,8680,RA000170,,29310904,DK,ACTIVE,ISSUED,2021-10-09T16:04:53+00:00,FULLY_CORROBORATED,RA000170,29310904
131,984500EFN2E963BF4074,ACONCEPT AS,,,,NO,7059,,NO,7059,RA000472,,985 058 008,NO,ACTIVE,ISSUED,2021-10-09T16:02:16+00:00,FULLY_CORROBORATED,RA000472,985 058 008
132,8156008A67A916634233,CARDELLI S.R.L.,,,IT-MC,IT,62012,IT-MC,IT,62012,RA000407,,1972040438,IT,ACTIVE,ISSUED,2021-10-09T16:01:43+00:00,FULLY_CORROBORATED,RA000407,1972040438
133,984500CD569FA0C39836,VØRING HOLDING AS,,,,NO,5306,,NO,5306,RA000472,,919 595 698,NO,ACTIVE,ISSUED,2021-10-09T15:58:55+00:00,FULLY_CORROBORATED,RA000472,919 595 698
134,984500Y447C0P00C1593,Mesteren 1 Holding ApS,,,,DK,2980,,DK,2980,RA000170,,39799162,DK,ACTIVE,ISSUED,2021-10-09T15:58:35+00:00,FULLY_CORROBORATED,RA000170,39799162
135,984500E7B4C8EADF7772,Epivizor ApS,,Epivizor IVS,,DK,8600,,DK,8600,RA000170,,39999943,DK,ACTIVE,ISSUED,2021-10-09T15:58:03+00:00,FULLY_CORROBORATED,RA000170,39999943
136,335800VHJUSAINFXZX07,SPECTRIS TECHNOLOGIES PRIVATE LIMITED,en,,IN-DL,IN,110055,IN-HR,IN,122002,RA000394,,U32109DL2002PTC117273,IN,ACTIVE,ISSUED,2021-10-09T15:42:36+00:00,FULLY_CORROBORATED,RA000394,U32109DL2002PTC117273
137,3358001WEL5JAPFPCT87,RAMA VISION LIMITED,en,,IN-UT,IN,263148,IN-DL,IN,110015,RA000394,,L32203UR1989PLC015645,IN,ACTIVE,ISSUED,2021-10-09T15:42:14+00:00,FULLY_CORROBORATED,RA000394,L32203UR1989PLC015645
138,815600C69A2124AF5106,LOTUS S.P.A.,,,IT-TV,IT,31020,IT-TV,IT,31020,RA000407,,3969040264,IT,ACTIVE,ISSUED,2021-10-09T15:39:21+00:00,FULLY_CORROBORATED,RA000407,3969040264
139,335800ICWNVXM8MWG326,THE BEGUSARAI CENTRAL CO-OPERATIVE BANK LIMITED,en,,IN-BR,IN,851101,IN-BR,IN,851101,RA000398,,7278,IN,ACTIVE,ISSUED,2021-10-09T15:35:42+00:00,FULLY_CORROBORATED,RA000398,7278
140,335800N9RXPZGD74RM91,CADRYCHE AUTOMATION AND OFFICE SOLUTIONS PRIVATE LIMITED,en,,IN-KA,IN,560050,IN-KA,IN,560050,RA000394,,U72200KA2013PTC069901,IN,ACTIVE,ISSUED,2021-10-09T15:35:11+00:00,FULLY_CORROBORATED,RA000394,U72200KA2013PTC069901
141,894500THYDTTTDCCCU25,SARL J.O.C,,,,FR,75019,,FR,75019,RA000189,,811551316,FR,ACTIVE,ISSUED,2021-10-09T15:18:16+00:00,FULLY_CORROBORATED,RA000189,811551316
142,894500TGEYC5FK1JTA94,HC HOLDING ApS,,,DK-85,DK,2670,DK-85,DK,2670,RA000170,,26696801,DK,ACTIVE,ISSUED,2021-10-09T15:17:41+00:00,FULLY_CORROBORATED,RA000170,26696801
143,894500TI3XDLGCO80E80,UAB Garant ProTech,,,,LT,LT-91181,,LT,LT-91181,RA000430,,304863046,LT,ACTIVE,ISSUED,2021-10-09T15:17:13+00:00,FULLY_CORROBORATED,RA000430,304863046
144,894500TG9ESDSKPO5Q14,SIMIFAR ApS,,,DK-82,DK,7100,DK-82,DK,7100,RA000170,,31278856,DK,ACTIVE,ISSUED,2021-10-09T15:16:45+00:00,FULLY_CORROBORATED,RA000170,31278856
145,894500TG3V8M5LDSI645,STRATVISOR ApS,,,DK-84,DK,1432,DK-84,DK,1432,RA000170,,36397322,DK,ACTIVE,ISSUED,2021-10-09T15:16:28+00:00,FULLY_CORROBORATED,RA000170,36397322
146,894500TFYBOUIM1WUM37,Traction Growth ApS,,,DK-84,DK,1432,DK-84,DK,1432,RA000170,,39703289,DK,ACTIVE,ISSUED,2021-10-09T15:16:10+00:00,FULLY_CORROBORATED,RA000170,39703289
147,9598007Z0US2TR03FH28,QUESOS REVILLA SL,,,,ES,49530,,ES,49530,RA000533,,ZA-4163-8,ES,ACTIVE,ISSUED,2021-10-09T15:15:57+00:00,FULLY_CORROBORATED,RA000533,ZA-4163-8
148,894500TFSS52VMQ17237,CKP7504 ApS,,,DK-84,DK,2900,DK-84,DK,2900,RA000170,,33948883,DK,ACTIVE,ISSUED,2021-10-09T15:15:44+00:00,FULLY_CORROBORATED,RA000170,33948883
149,894500TFN8LB8NE5JI33,PIJ HOLDING ApS,,,DK-83,DK,7190,DK-83,DK,7190,RA000170,,36391669,DK,ACTIVE,ISSUED,2021-10-09T15:15:24+00:00,FULLY_CORROBORATED,RA000170,36391669
150,894500TLSYK0RWLBPQ78,Existent Ltd,,,GB-STS,GB,WS13 6HL,GB-STS,GB,WS13 6HL,RA000585,,6067127,GB,ACTIVE,ISSUED,2021-10-09T15:14:12+00:00,FULLY_CORROBORATED,RA000585,6067127
151,894500TIQ3KO09ZQMM10,LABORATOIRES CHEMINEAU,,,,FR,37210,,FR,37210,RA000189,,544800592,FR,ACTIVE,ISSUED,2021-10-09T15:13:19+00:00,FULLY_CORROBORATED,RA000189,544800592
152,894500TJC9RQK7B98U21,CLIMEXCO,,,,FR,35510,,FR,35510,RA000192,,493607493,FR,ACTIVE,ISSUED,2021-10-09T15:11:29+00:00,FULLY_CORROBORATED,RA000192,493607493
153,894500TJ16O7A8NHXQ71,REDISBA SL,,,,ES,7011,,ES,7011,RA000533,,B07596133,ES,ACTIVE,ISSUED,2021-10-09T15:10:26+00:00,FULLY_CORROBORATED,RA000533,B07596133
154,254900MRZV95IEUBMR21,Eastway Crossing II - Charlotte LLC,,,US-NC,US,28202,US-NC,US,28202,RA000621,,445759,US-NC,ACTIVE,ISSUED,2021-10-09T15:03:44+00:00,FULLY_CORROBORATED,RA000621,445759
155,254900Y7J8ZPY8XR2F21,"Village Commons Phase I, LLC",,,US-NC,US,28202,US-NC,US,28202,RA000621,,685037,US-NC,ACTIVE,ISSUED,2021-10-09T15:03:44+00:00,FULLY_CORROBORATED,RA000621,685037
156,894500TJNCV9U5Z0JY88,AKSHAT AGRO MILLING COMPANY PRIVATE LIMITED,,,,IN,221001,,IN,221001,RA000394,,U15549UP2008PTC125845,IN,ACTIVE,ISSUED,2021-10-09T15:03:37+00:00,FULLY_CORROBORATED,RA000394,U15549UP2008PTC125845
157,894500TT70WVF0FJ4E36,Fly Ventures Fund II GmbH & Co. KG,,,DE-BE,DE,10115,DE-BE,DE,10115,RA000217,,HRA 57020 B,DE,ACTIVE,ISSUED,2021-10-09T15:02:39+00:00,FULLY_CORROBORATED,RA000217,HRA 57020 B
158,254900A0VCC0FDURGI19,"NexMetro Paseo, LLC",,,US-AZ,US,85718,US-AZ,US,85718,RA000597,,1869139,US-AZ,ACTIVE,ISSUED,2021-10-09T15:00:06+00:00,FULLY_CORROBORATED,RA000597,1869139
159,894500TJSWF1H5AW7I33,TWENTY FIRST CENTURY PHARMACEUTICALS PVT LTD,,,,IN,600098,,IN,600098,RA000394,,U24231TN1986PTC012817,IN,ACTIVE,ISSUED,2021-10-09T15:00:02+00:00,FULLY_CORROBORATED,RA000394,U24231TN1986PTC012817
160,894500TJYFYT44MRV265,FABLAS IMPEX PRIVATE LIMITED,,,,IN,110008,,IN,110008,RA000394,,U51909DL2004PTC126368,IN,ACTIVE,ISSUED,2021-10-09T14:58:37+00:00,FULLY_CORROBORATED,RA000394,U51909DL2004PTC126368
161,894500TK3ZIKR3YNIM04,2 G Design GmbH,,,,DE,71394,,DE,71394,RA000351,,HRB 264929,DE,ACTIVE,ISSUED,2021-10-09T14:57:25+00:00,FULLY_CORROBORATED,RA000351,HRB 264929
162,894500TK9J2CE3AJ6688,Sophienlund Gods V/Bjørn Rosenvinge-Thurmer,,,,DK,3250,,DK,3250,RA000170,,25386043,DK,ACTIVE,ISSUED,2021-10-09T14:56:15+00:00,FULLY_CORROBORATED,RA000170,25386043
163,894500THSUA26E0GPA63,SARL MEUSE COMPOST,,,FR-GES,FR,55200,FR-GES,FR,55200,RA000192,,477952832,FR,ACTIVE,ISSUED,2021-10-09T14:55:24+00:00,FULLY_CORROBORATED,RA000192,477952832
164,894500THNAQAJEOL1Q57,Virandel,,,,FR,29840,,FR,29840,RA000192,,420208472,FR,ACTIVE,ISSUED,2021-10-09T14:54:22+00:00,FULLY_CORROBORATED,RA000192,420208472
165,984500EA44E37A49A850,Betriebsrat der Wirtschaftskammer Österreich,,,,AT,1045,,AT,1045,RA999999,,,AT,ACTIVE,ISSUED,2021-10-09T14:53:30+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
166,894500TKF2M412METQ77,TP EXPRESS S.R.L.,,,,IT,91025,,IT,91025,RA000407,,TP-159892,IT,ACTIVE,ISSUED,2021-10-09T14:53:14+00:00,FULLY_CORROBORATED,RA000407,TP-159892
167,9845007479U450CH1C57,SWAAN HOSPITALITY LIMITED,,,,GB,DA8 3SP,,GB,DA8 3SP,RA000585,,11889374,GB,ACTIVE,ISSUED,2021-10-09T14:53:02+00:00,FULLY_CORROBORATED,RA000585,11889374
168,894500TKKM5VO1YAHA43,Hetam Holding B.V.,,,,NL,7548 P.B.,,NL,7548 P.B.,RA000463,,6051177,NL,ACTIVE,ISSUED,2021-10-09T14:51:01+00:00,FULLY_CORROBORATED,RA000463,6051177
169,254900N8XJ3AK7KKAB65,Gorrepati Cincinnati Inc.,,,US-OH,US,45202,US-OH,US,45240,RA000629,,761479,US-OH,ACTIVE,ISSUED,2021-10-09T14:48:28+00:00,PARTIALLY_CORROBORATED,RA000629,761479
170,894500TKQ5PNB1A64U26,COSTRUZIONI & IMPIANTI SOCIETA' COOPERATIVA,,,,IT,96010,,IT,96010,RA000407,,SR - 127581,IT,ACTIVE,ISSUED,2021-10-09T14:46:54+00:00,FULLY_CORROBORATED,RA000407,SR - 127581
171,787200AX1GZ12DN6HZ83,BOG EFICIENT TRANSCOM SRL,,,RO-IF,RO,77040,RO-IF,RO,77040,RA000497,,33253514,RO,ACTIVE,ISSUED,2021-10-09T00:00:00+00:00,FULLY_CORROBORATED,RA000497,33253514
172,894500TKVP9EY0M1SE28,Gixun Holding AB,,,,SE,429 35,,SE,429 35,RA000544,,5592318157,SE,ACTIVE,ISSUED,2021-10-09T14:45:25+00:00,FULLY_CORROBORATED,RA000544,5592318157
173,254900M08DHTP5199767,"High Pointe Luxury Rentals, LLC",,,US-PA,US,17011,US-PA,US,17011,RA000632,,7120486,US-PA,ACTIVE,ISSUED,2021-10-09T14:45:15+00:00,FULLY_CORROBORATED,RA000632,7120486
174,894500TL18T6KZXXFY73,AB H Ekvalls Pensionsstiftelse,,,,SE,435 44,,SE,435 44,RA000546,,8520004741,SE,ACTIVE,ISSUED,2021-10-09T14:44:30+00:00,FULLY_CORROBORATED,RA000546,8520004741
175,984500D504933C639758,Bürgerstiftung Augsburger Land,,,,DE,86150,,DE,86150,RA000704,,3560,DE,ACTIVE,ISSUED,2021-10-09T14:43:33+00:00,FULLY_CORROBORATED,RA000704,3560
176,984500D4C6E0AC0WEZ21,Lorenz Vermögensverwaltungs GmbH,,,,DE,28844,,DE,28844,RA000358,,HRB 208759,DE,ACTIVE,ISSUED,2021-10-09T14:43:30+00:00,FULLY_CORROBORATED,RA000358,HRB 208759
177,894500TLCBWPUYLOR238,BGS REC S.R.L.,,,,IT,13900,,IT,13900,RA000407,,BI - 203344,IT,ACTIVE,ISSUED,2021-10-09T14:42:43+00:00,FULLY_CORROBORATED,RA000407,BI - 203344
178,984500D3F6CB441BC593,"HOMEASSISTANCE - REPARAÇÃO E MANUTENÇÃO DE IMÓVEIS E MEDIAÇÃO IMOBILIÁRIA, LDA",,,,PT,4050-440,,PT,4050-440,RA000487,,509826660,PT,ACTIVE,ISSUED,2021-10-09T14:42:12+00:00,FULLY_CORROBORATED,RA000487,509826660
179,2549005QXQFKSOVYPR86,237 Highland LLC,,,US-MA,US,2720,US-MA,US,2720,RA000613,,1236538,US-MA,ACTIVE,ISSUED,2021-10-09T14:41:29+00:00,FULLY_CORROBORATED,RA000613,1236538
180,894500TL6SCY7Z9T3I17,QEF INVEST AB,,,,SE,531 35,,SE,531 35,RA000544,,5591745699,SE,ACTIVE,ISSUED,2021-10-09T14:41:23+00:00,FULLY_CORROBORATED,RA000544,5591745699
181,894500TLHVGHHXXKEM73,IWL i Sverige AB,,,,SE,115 32,,SE,115 32,RA000544,,5567636229,SE,ACTIVE,ISSUED,2021-10-09T14:40:06+00:00,FULLY_CORROBORATED,RA000544,5567636229
182,9845003FFE3BE8151B68,H. LEONHARD HOLDING ApS,,,,DK,9230,,DK,9230,RA000170,,30612094,DK,ACTIVE,ISSUED,2021-10-09T14:39:28+00:00,FULLY_CORROBORATED,RA000170,30612094
183,254900P0HXUF855MAM23,"Indy Auto Services, Inc.",,,US-OH,US,45202,US-OH,US,45240,RA000629,,1349102,US-OH,ACTIVE,ISSUED,2021-10-09T14:39:13+00:00,PARTIALLY_CORROBORATED,RA000629,1349102
184,894500TLNF094X9G2665,Simonnæs Invest AS,,,,NO,5015,,NO,5015,RA000472,,924 455 128,NO,ACTIVE,ISSUED,2021-10-09T14:38:47+00:00,FULLY_CORROBORATED,RA000472,924 455 128
185,815600CE67F65F3D5E95,SOCIETA' AGRICOLA SEMPLICE F.LLI LO GIUDICE,,,IT-AG,IT,92024,IT-AG,IT,92024,RA000407,,2625090846,IT,ACTIVE,ISSUED,2021-10-09T14:37:25+00:00,FULLY_CORROBORATED,RA000407,2625090846
186,894500TLYI3SEVX7DA67,Ilan Eini AS,,,,NO,1179,,NO,1179,RA000472,,998 645 840,NO,ACTIVE,ISSUED,2021-10-09T14:37:13+00:00,FULLY_CORROBORATED,RA000472,998 645 840
187,894500TM41NK1V930U69,G.R. S.R.L.,,,,IT,20122,,IT,20122,RA000407,,MI-1829092,IT,ACTIVE,ISSUED,2021-10-09T14:36:17+00:00,FULLY_CORROBORATED,RA000407,MI-1829092
188,9845004PE38F6B63R076,HAMPEN EJENDOMSSELSKAB ApS,,,,DK,7362,,DK,7362,RA000170,,33510683,DK,ACTIVE,ISSUED,2021-10-09T14:35:15+00:00,FULLY_CORROBORATED,RA000170,33510683
189,54930030QWENGUD8ZR59,Borgo AB,,,SE-AB,SE,104 50,SE-AB,SE,104 50,RA000544,,5591532303,SE,ACTIVE,ISSUED,2021-10-09T10:16:00+00:00,FULLY_CORROBORATED,RA000544,5591532303
190,549300MY4CCY4E74EM06,"WD COAST LINE DRIVE FL PROPERTY, LLC",,,US-DE,US,19801,US-FL,US,33139,RA000602,,7262884,US-DE,ACTIVE,ISSUED,2021-09-26T00:21:00+00:00,FULLY_CORROBORATED,RA000602,7262884
191,549300I4HBYZYHXRZO70,OC III LVS XVI LP,,,US-DE,US,19808,US-CA,US,92660,RA000602,,3649331,US-DE,ACTIVE,ISSUED,2021-10-07T00:20:00+00:00,FULLY_CORROBORATED,RA000602,3649331
192,549300KQXLG3DWVNNY42,SLS Kyla Värme Energi AB,,,SE-E,SE,602 23,SE-E,SE,602 23,RA000544,,5565606471,SE,ACTIVE,ISSUED,2021-10-09T10:16:00+00:00,FULLY_CORROBORATED,RA000544,5565606471
193,54930048WVIUUYBXSN39,ALGEBRIS INVESTMENTS (IRELAND) LIMITED,,,IE-D,IE,D02 XK09,IE-D,IE,D02 XK09,RA000402,,656403,IE,ACTIVE,ISSUED,2021-10-05T10:18:00+00:00,FULLY_CORROBORATED,RA000402,656403
194,5493000X08726FF8HT33,SKJELSTAD AS,,,NO-50,NO,7520,NO-50,NO,7520,RA000472,,985194998,NO,ACTIVE,ISSUED,2021-10-09T10:17:00+00:00,FULLY_CORROBORATED,RA000472,985194998
195,549300I0NT7A1D2IG574,NN Paraplufonds 5 N.V. - NN Duration Matching Fund (L) Plus,,,NL-ZH,NL,2595 AS,NL-ZH,NL,2595 AS,RA999999,,,NL,ACTIVE,ISSUED,2021-10-06T00:21:00+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
196,54930082QIMGU0ICZ416,NN Paraplufonds 5 N.V.- NN Duration Matching Fund (XL) Plus,,,NL-ZH,NL,2595 AS,NL-ZH,NL,2595 AS,RA999999,,,NL,ACTIVE,ISSUED,2021-10-06T00:19:00+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
197,549300V64Q2W4CF3QT32,TOCU XLVII LLC,,,US-DE,US,19808,US-CA,US,92660,RA000602,,3592799,US-DE,ACTIVE,ISSUED,2021-10-07T00:20:00+00:00,FULLY_CORROBORATED,RA000602,3592799
198,549300TVNP7DRXJQDB37,GTAA SC Fund 20 (For QII Only),,,JP-13,JP,100-8217,JP-13,JP,100-8217,RA999999,,,JP,ACTIVE,ISSUED,2021-09-23T10:19:00+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
199,549300SDI64EI58CRY71,Nordea 1 - Flexible Fixed Income Plus Fund,,,LU-LU,LU,L-2220,LU-LU,LU,L-2220,RA999999,,,LU,ACTIVE,ISSUED,2021-10-06T00:26:00+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
200,549300XNQ1O8T0845Y97,PETTER LARSEN HOLDING AS,,,NO-02,NO,1395,NO-02,NO,1395,RA000472,,917366764,NO,ACTIVE,ISSUED,2021-10-09T10:17:00+00:00,FULLY_CORROBORATED,RA000472,917366764
201,549300Q8NCHSBFPI2S48,Guardian Fundamental Global Equity Fund,,,CA-ON,CA,M5L 1E8,CA-ON,CA,M5L 1E8,RA999999,,,CA,ACTIVE,ISSUED,2021-09-30T00:19:00+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
202,54930052I5FV1VELPZ36,PJ Holdingselskab af 20.01.20 ApS,,,DK-84,DK,2610,DK-84,DK,2610,RA000170,,41105925,DK,ACTIVE,ISSUED,2021-10-09T10:16:00+00:00,FULLY_CORROBORATED,RA000170,41105925
203,549300FN1OGWAVQD2D96,Susanne och Peter Invest AB,,,SE-D,SE,611 45,SE-D,SE,611 45,RA000544,,5569547572,SE,ACTIVE,ISSUED,2021-10-09T10:16:00+00:00,FULLY_CORROBORATED,RA000544,5569547572
204,549300P4IZY2NUI53N43,Berglunds Revision & Rådgivning AB,,,SE-AB,SE,187 69,SE-AB,SE,187 69,RA000544,,5591855472,SE,ACTIVE,ISSUED,2021-10-09T10:16:00+00:00,FULLY_CORROBORATED,RA000544,5591855472
205,5493005K27FQYECA3559,LUCKIE II LLC,,,US-NJ,US,8854,US-NJ,US,7080,RA000625,,450101229,US-NJ,ACTIVE,ISSUED,2021-10-07T00:20:00+00:00,FULLY_CORROBORATED,RA000625,450101229
206,549300CENCLXVJFDRT72,"HPS Offshore Mezzanine Partners 2019 Co-Invest, L.P.",,,,KY,KY1-1104,US-NY,US,10019,RA000087,,1816360,KY,ACTIVE,ISSUED,2021-10-03T00:19:00+00:00,FULLY_CORROBORATED,RA000087,1816360
207,549300TYEKZO5QFYLL88,JPMorgan Investment Funds - Global Income Sustainable Fund,,,LU-LU,LU,L-2633,LU-LU,LU,L-2633,RA999999,,,LU,ACTIVE,ISSUED,2021-10-06T00:21:00+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
208,549300DR8UDMNJ71HW02,"WEST DICKSON STREET DEVELOPMENT CO., LLC",,,US-AR,US,72701,US-AR,US,72701,RA000596,,800032648,US-AR,ACTIVE,ISSUED,2021-09-25T00:20:00+00:00,FULLY_CORROBORATED,RA000596,800032648
209,549300CDBZCNXLKTR344,P.O. INVEST,,,BE-VAN,BE,2000,BE-VAN,BE,2000,RA000025,,0465.950.980,BE,ACTIVE,ISSUED,2021-09-30T00:18:00+00:00,FULLY_CORROBORATED,RA000025,0465.950.980
210,549300PG7YSGZEOUZ373,PÊCHERIES CHETICAMP FISHERIES INTL. (2016) LTD.,,OCEAN HARVESTERS CHETICAMP LIMITED,CA-NS,CA,B0E 1H0,CA-NS,CA,B0E 1H0,RA000078,,3303455,CA,ACTIVE,ISSUED,2021-09-30T00:17:00+00:00,FULLY_CORROBORATED,RA000078,3303455
211,549300GV4DPU1ZBT4D77,CHRISCATH HOLDING AS,,,NO-50,NO,7037,NO-50,NO,7037,RA000472,,989004956,NO,ACTIVE,ISSUED,2021-10-09T10:17:00+00:00,FULLY_CORROBORATED,RA000472,989004956
